split,world,x,y,proxy
train,in_distribution,0.0879356388499728,1.1871601238779101,1.1963700193643876
train,in_distribution,-0.841498488942138,0.34682522214798667,0.35090961948485494
train,in_distribution,0.6455322288953216,2.2392937580037855,2.229832493579596
train,in_distribution,-0.4633155818228101,0.5161789213402537,0.5112265966905181
train,in_distribution,0.006410682272135038,0.9804385153732779,0.9873650715558463
train,in_distribution,1.7807756580195573,6.192347592291032,6.202316532392772
train,in_distribution,-1.7512288349902132,0.8766161335862822,0.8841224636288478
train,in_distribution,-1.3963380788920796,0.4981918846078114,0.49936972197990487
train,in_distribution,1.8207514490434749,6.336837446438779,6.3376367134511815
train,in_distribution,1.529824427234801,5.189230572353199,5.185414562952365
train,in_distribution,-1.6725445834610295,0.7994715992621934,0.7989535686843214
train,in_distribution,1.9853047311288927,7.073762139546773,7.080006224591734
train,in_distribution,1.2535124869963545,4.204499578138783,4.19485626446755
train,in_distribution,-0.5112286337702607,0.3705078610715581,0.3755485577429974
train,in_distribution,-0.581433056286107,0.47182276973946685,0.46931935000941105
train,in_distribution,1.0974996985542127,3.668700206567485,3.663479137874844
train,in_distribution,0.22726649683246736,1.4554025425671577,1.4559408979709039
train,in_distribution,-0.5611687285270683,0.37292723810124345,0.3786566319523277
train,in_distribution,-1.2290099934481753,0.38148088987983436,0.3825918184649364
train,in_distribution,0.21392330234415535,1.2982132468387668,1.301384549560805
train,in_distribution,1.6661169036573633,5.690952423954526,5.687593887754914
train,in_distribution,1.6361630432281862,5.6084033989168915,5.603854953175821
train,in_distribution,-1.9609465881995654,1.1753524469268009,1.1723125268976398
train,in_distribution,-0.13136438296297914,0.7803591839895628,0.7830212238437848
train,in_distribution,0.9159379362550393,3.014626840830365,3.006127437196919
train,in_distribution,1.9471621130498837,7.019501984338875,7.009915212108766
train,in_distribution,0.2567392446174832,1.4676006313574232,1.465660886331325
train,in_distribution,0.9265618905852584,3.150226838448839,3.152029769700433
train,in_distribution,-0.433704668781564,0.45122649357754346,0.4462548628494326
train,in_distribution,-1.3967940605786464,0.40330107268883125,0.39754886699663355
train,in_distribution,1.3680971554897656,4.555414068951241,4.561512784448752
train,in_distribution,1.6807430480572014,5.830757876557824,5.821746735222075
train,in_distribution,1.7038362747132054,5.813047607790893,5.818466923086088
train,in_distribution,1.355774141864209,4.529352250809897,4.527425904460219
train,in_distribution,-1.699931724603759,0.6955412620735768,0.6982713161807806
train,in_distribution,-1.0331827931125157,0.3093643469727036,0.3046688893914186
train,in_distribution,-1.346363669592964,0.3978487344548267,0.4023460702892853
train,in_distribution,-0.052745056557445213,0.905951215529386,0.9056808646890668
train,in_distribution,0.2159354212250486,1.3637124458046042,1.3626136249509833
train,in_distribution,1.869542910437446,6.640744069575515,6.635325292479682
train,in_distribution,-0.7270210439079818,0.2825240244598311,0.27980586707873767
train,in_distribution,-1.8864879619615067,1.0564580139904198,1.057815793868715
train,in_distribution,-0.30927672822216623,0.6755564313377036,0.6721313578577485
train,in_distribution,0.31433672216871367,1.6193122808577938,1.6204294756341946
train,in_distribution,0.45190174321743415,1.820097400006375,1.8300593531654308
train,in_distribution,1.0191296401936718,3.328129848326771,3.3252401627628876
train,in_distribution,0.36603588144255683,1.6592214412937503,1.6596875685419343
train,in_distribution,-1.2316428142128455,0.3782034442170778,0.3822823843036616
train,in_distribution,1.059965794645298,3.480671510251842,3.4795826653945756
train,in_distribution,0.017029974972067485,1.031577488603864,1.0310760152743208
train,in_distribution,-1.9515998573828583,1.0817421899415294,1.0914983334828932
train,in_distribution,1.3052810401155637,4.31570811768305,4.320747676291694
train,in_distribution,-1.1550041123687658,0.2974688536920725,0.2978214419384092
train,in_distribution,0.7971795205860537,2.628575699515326,2.6280099438068456
train,in_distribution,1.6243373841468491,5.565244828160934,5.575106653385693
train,in_distribution,-1.6052495903359851,0.7189628652285772,0.72571082284343
train,in_distribution,-1.8953660888862296,1.0367346331655467,1.0419202254777655
train,in_distribution,-1.1117893198925786,0.3450647798809564,0.3520748629900937
train,in_distribution,1.1757874823432912,3.858159533010305,3.849326459891728
train,in_distribution,0.15668842374740466,1.2047664282739827,1.2055404518459416
train,in_distribution,-0.9222599757642218,0.2726310263547319,0.27350567259837527
train,in_distribution,1.2783429622294245,4.300894009581297,4.299004604019751
train,in_distribution,-1.9701778732015445,1.1900393230169712,1.1868245566458577
train,in_distribution,1.0305110737531784,3.448220821606436,3.438891335359498
train,in_distribution,0.9233301539755905,3.0325987344158594,3.029031618619869
train,in_distribution,-0.663010980866749,0.3632912231195655,0.358156370132588
train,in_distribution,-0.022127186601294202,0.9325304133560864,0.925023097668989
train,in_distribution,-1.0000928022353324,0.3289594793508159,0.32516982314159626
train,in_distribution,-1.1987736975305867,0.32997782606313314,0.32425041403375515
train,in_distribution,1.9379340700788656,6.957330055397807,6.95036313531772
train,in_distribution,-0.8247401987547991,0.2967897701361855,0.2973512731438147
train,in_distribution,-0.4462439185077982,0.4936728263523786,0.49887540360059845
development,in_distribution,0.48903357744102527,1.9363079995309034,1.9348490499195765
development,in_distribution,0.13759811587367832,1.18923467463181,1.1992022525093078
development,in_distribution,-1.346947892713323,0.4280737412665897,0.41926230007891196
development,in_distribution,0.42136466199469647,1.7336601309472508,1.7334198505369267
development,in_distribution,0.7557137357378658,2.6362369778127293,2.635637065366563
development,in_distribution,-1.2653275444905279,0.3076325714036268,0.30841871446796376
development,in_distribution,0.5119697927988835,2.044518231180988,2.0412840084916737
development,in_distribution,1.210158586855267,4.037428036119517,4.0310339619825575
development,in_distribution,0.17011896694900752,1.2780357519009835,1.2875514748852164
development,in_distribution,-0.37986895849536273,0.5634320045648569,0.5712015363250823
development,in_distribution,-0.11174189283686475,0.832150654610971,0.8301893150919116
development,in_distribution,-1.6527677082122416,0.6513567741673261,0.641879929154158
development,in_distribution,1.081842662395974,3.5860239537445984,3.582475524784702
development,in_distribution,1.0728130834914418,3.529449144446589,3.520274224441896
development,in_distribution,0.6587241001604043,2.3948740030549547,2.3869204679551905
development,in_distribution,1.35679989334281,4.565969746717594,4.558318038989582
development,in_distribution,-0.9021190573207507,0.21881060694295457,0.2265580020398681
development,in_distribution,1.7574090830252942,6.155298061592212,6.145639979906735
development,in_distribution,-0.10360638601386629,0.9226659329351439,0.9209425438795149
development,in_distribution,-1.9935399540869767,1.1472165354953827,1.1479510615408133
development,in_distribution,1.3293170837431751,4.389105709878949,4.395065499745382
development,in_distribution,-0.245267618314164,0.6620399466568961,0.6590499308726668
development,in_distribution,-0.017327352133847285,0.9395155009853842,0.9372543193630553
development,in_distribution,1.4079464236246055,4.63179987815937,4.639543026539612
development,in_distribution,-0.784392300090222,0.23630795751540623,0.23726654286207666
development,in_distribution,0.7557465676477988,2.5548148226343623,2.5599221413331468
development,in_distribution,-1.8694840447153043,0.9673370889124511,0.9717796800365108
development,in_distribution,0.2464991163044794,1.4114090107296602,1.4054874330366407
development,in_distribution,1.3952547156978254,4.638039091654708,4.632787442749793
development,in_distribution,1.327038698732201,4.354046113262246,4.3596940816977785
development,in_distribution,-0.024763623066040186,1.0391666443803529,1.0330223743529072
development,in_distribution,0.5657932769120939,2.119600623802771,2.1237192743865174
development,in_distribution,-1.745217444251535,0.833203187130184,0.8321832328135553
development,in_distribution,1.8674928695676525,6.573041677750997,6.5676221365182075
development,in_distribution,0.40310651593943936,1.6849155188284237,1.682483233386736
development,in_distribution,1.4436536558690025,4.8554999083224395,4.8517505940217545
development,in_distribution,-1.499178502845611,0.5681037288755295,0.5767780614698255
development,in_distribution,1.4429277695206135,4.887808232214235,4.883478152451715
development,in_distribution,0.5888479617378715,2.1283843148783945,2.125207263062573
development,in_distribution,-1.1749811791920366,0.3104499316431406,0.30817657753564903
development,in_distribution,-0.15883298206843088,0.7606458628176563,0.7558144305008234
development,in_distribution,1.680932552043081,5.83937063300509,5.83694620486621
development,in_distribution,0.5663429917520584,2.1416380089865648,2.1441252391823213
development,in_distribution,0.0025509145250519616,0.9959885089772706,0.9924420010078072
development,in_distribution,-1.2179389613362654,0.41948469189150245,0.41412697594815207
development,in_distribution,0.8329999368592693,2.8221028378088766,2.8273263500699097
development,in_distribution,-1.5405134980874666,0.5739603934686544,0.5728191895113505
development,in_distribution,0.6030278039651589,2.182788802888478,2.1778735312610067
development,shifted_inputs,0.690404514334471,2.3971032555519436,2.393328601516324
development,shifted_inputs,-0.8560379470970467,0.29898841201081694,0.3010177741033949
development,shifted_inputs,2.652949193978979,10.632672102665957,10.641342170320884
development,shifted_inputs,-2.1917220345742416,1.5360155673374054,1.5408873619819625
development,shifted_inputs,-1.5819110490142405,0.6144928118744155,0.6227042762124902
development,shifted_inputs,1.2687349044887375,4.159500269346029,4.150893955635385
development,shifted_inputs,3.755179834638593,17.98161129839974,17.98184872065375
development,shifted_inputs,-0.19384625682928025,0.7812956338814413,0.7823887662295793
development,shifted_inputs,3.833520815435241,18.566586320496892,18.56612384229087
development,shifted_inputs,0.6912396066862225,2.4538106112441973,2.459346888000394
development,shifted_inputs,0.24122091750905383,1.470693976906379,1.4779280318162962
development,shifted_inputs,1.8840073087385205,6.716769102804194,6.715265971816273
development,shifted_inputs,3.699420573301677,17.487267208327214,17.480693064553144
development,shifted_inputs,3.4678962814040277,15.782131307839423,15.787047091005741
development,shifted_inputs,-1.2558417188513955,0.38217850723711533,0.3791598628592917
development,shifted_inputs,-2.690544206917762,2.712569469692443,2.7027319875242526
development,shifted_inputs,-1.7842182411093326,0.8694661021455952,0.8670868062742354
development,shifted_inputs,2.657938422862376,10.574637874772955,10.583839289181908
development,shifted_inputs,1.6720314760073505,5.766857613494836,5.7615233447687855
development,shifted_inputs,2.044192213165915,7.4124309720442065,7.421731406006288
development,shifted_inputs,2.4173545705622335,9.261632715104547,9.265003784910352
development,shifted_inputs,0.08500791856893564,1.0651762973870447,1.0727124467713085
development,shifted_inputs,-0.2700195091042561,0.5911029867297568,0.5939647441802979
development,shifted_inputs,2.128405425241925,7.872170741440915,7.868991216093639
development,shifted_inputs,3.9886747777601945,19.710515225071557,19.709577071213193
development,shifted_inputs,3.64890547020848,17.172904820821046,17.165350514612225
development,shifted_inputs,-1.3369045462003166,0.3829263004787042,0.3830126584073547
development,shifted_inputs,-0.8182544758479064,0.27619617804114904,0.28361221189891217
development,shifted_inputs,-0.274936893406875,0.6120314291853481,0.6179082496433407
development,shifted_inputs,-2.5064616261096955,2.2995854775878324,2.3013240663332297
development,shifted_inputs,0.7260898584598889,2.432939445564845,2.440379991369654
development,shifted_inputs,0.946426387165296,3.1140156932714107,3.106721052656597
development,shifted_inputs,-0.8707803153906708,0.2264890572195682,0.2175550859241685
development,shifted_inputs,3.9690757055575627,19.549967532232966,19.55670406917328
development,shifted_inputs,-0.1822761775938888,0.678121823775285,0.6703564650148554
development,shifted_inputs,3.169840209929281,13.733125318205026,13.733309166631452
development,shifted_inputs,0.8013095782587429,2.6518106900016183,2.66111388904104
development,shifted_inputs,-3.9250325290594024,7.515885226672004,7.511720827183408
development,shifted_inputs,-2.114395318068496,1.3816002958099969,1.3822329606561086
development,shifted_inputs,1.500152379096022,4.978320844509623,4.9709058350152695
development,shifted_inputs,-0.41331487968931047,0.4419075874012599,0.4516923551876917
development,shifted_inputs,-0.023783611803835036,0.9812354715763009,0.9894698362393711
development,shifted_inputs,1.972276516290444,7.023037467820324,7.019491507592764
development,shifted_inputs,-1.586936497051111,0.5824228209875021,0.5860559217529949
development,shifted_inputs,1.5640982924200975,5.3126910296002015,5.322159048990605
development,shifted_inputs,-0.342021568789586,0.5125043560211402,0.5055236749221287
development,shifted_inputs,-3.4455694450460754,5.302794336286689,5.306493338797013
development,shifted_inputs,1.1700147106467043,3.8182395852763107,3.8214599974346264
development,proxy_failure,-0.8092311701508543,0.3198978463764771,-1.6435318547396474
development,proxy_failure,-1.843684555793239,0.9179530724339061,-2.2577696523923017
development,proxy_failure,-1.2937265581104502,0.33526052877377754,-1.0587351601603014
development,proxy_failure,-0.19330585155719104,0.7681793432064027,-6.8172295836863075
development,proxy_failure,-1.2451862822465962,0.3229325386730435,-0.529924700163523
development,proxy_failure,1.8018333456885487,6.233657666931618,2.299327786466204
development,proxy_failure,-1.8181659366562433,0.8905743549275028,-6.166163560321115
development,proxy_failure,1.893961929636745,6.696494060343197,-6.227033262579793
development,proxy_failure,-1.5771943800941042,0.6909920172508018,4.400977254957841
development,proxy_failure,1.4618103764990709,4.842585126375017,3.184361291696696
development,proxy_failure,1.7585456285382768,6.134379592382672,4.384212954531133
development,proxy_failure,-1.5948645406318938,0.6619439157207564,-2.7749235737197253
development,proxy_failure,-0.8025118413429939,0.24785287213751095,7.4535033175309096
development,proxy_failure,-0.6736657483003157,0.3129902302411416,-0.16404733821851814
development,proxy_failure,-1.2940506962756175,0.3589144450098903,-1.995126932975392
development,proxy_failure,-1.0405654101211437,0.2317388865776809,4.691099232625076
development,proxy_failure,0.08717883798626413,1.1991055127674677,-3.3674606010471564
development,proxy_failure,0.0935363818786632,1.1263746543993607,-7.096286187096679
development,proxy_failure,-0.24686757510582513,0.7238750337628196,-0.5201462380400663
development,proxy_failure,1.2054051972937296,3.9270049332328876,0.826993072368488
development,proxy_failure,-0.7070150594239153,0.33085687841870187,5.547224265088225
